Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,AdoptionSpeed
0,50,2,2,2,1,2,2,2,1,0,41401,3
0,50,2,2,2,1,2,2,2,1,0,41401,2
1,50,2,2,2,1,2,2,2,1,0,41401,1
1,70,2,2,2,1,2,2,2,1,0,41326,1
2,70,2,2,2,1,2,2,2,1,0,41326,1
4,117,2,2,2,1,2,2,2,1,0,41401,1
1,128,2,2,2,1,2,2,2,1,0,41326,1
4,141,2,2,2,1,2,2,2,1,0,41327,3
48,173,2,2,2,1,2,2,2,1,0,41326,4
2,187,2,2,2,1,2,2,2,1,0,41401,2
21,189,2,2,2,1,2,2,2,1,0,41326,0
2,218,2,2,2,1,2,2,2,1,0,41326,1
2,218,2,2,2,1,2,2,2,1,0,41326,3
0,307,2,2,2,1,2,2,2,1,0,41336,4
1,307,2,2,2,1,2,2,2,1,0,41332,2
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,0,41326,1
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,0,41401,1
1,307,2,2,2,1,2,2,2,1,0,41401,4
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,0,41326,3
1,307,2,2,2,1,2,2,2,1,0,41401,1
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,150,41401,2
1,307,2,2,2,1,2,2,2,1,0,41326,1
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,20,41327,2
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,0,41326,1
1,307,2,2,2,1,2,2,2,1,0,41332,2
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,0,41336,0
1,307,2,2,2,1,2,2,2,1,0,41332,1
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,0,41330,2
1,307,2,2,2,1,2,2,2,1,60,41326,4
1,307,2,2,2,1,2,2,2,1,20,41327,2
1,307,2,2,2,1,2,2,2,1,0,41326,4
1,307,2,2,2,1,2,2,2,1,0,41330,3
1,307,2,2,2,1,2,2,2,1,0,41326,3
1,307,2,2,2,1,2,2,2,1,50,41326,3
1,307,2,2,2,1,2,2,2,1,0,41401,3
1,307,2,2,2,1,2,2,2,1,0,41327,1
1,307,2,2,2,1,2,2,2,1,50,41326,2
1,307,2,2,2,1,2,2,2,1,0,41327,4
1,307,2,2,2,1,2,2,2,1,0,41326,4
1,307,2,2,2,1,2,2,2,1,0,41326,2
1,307,2,2,2,1,2,2,2,1,0,41401,4
1,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,20,41327,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,20,41327,2
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,4
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,4
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,20,41327,2
2,307,2,2,2,1,2,2,2,1,20,41327,3
2,307,2,2,2,1,2,2,2,1,20,41327,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41401,2
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,20,41327,3
2,307,2,2,2,1,2,2,2,1,0,41326,4
2,307,2,2,2,1,2,2,2,1,0,41401,1
2,307,2,2,2,1,2,2,2,1,0,41326,4
2,307,2,2,2,1,2,2,2,1,0,41326,0
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41336,3
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,4
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,20,41327,1
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,2
2,307,2,2,2,1,2,2,2,1,0,41401,1
2,307,2,2,2,1,2,2,2,1,0,41326,1
2,307,2,2,2,1,2,2,2,1,0,41326,3
2,307,2,2,2,1,2,2,2,1,0,41326,3
3,307,2,2,2,1,2,2,2,1,0,41326,4
3,307,2,2,2,1,2,2,2,1,0,41401,2
3,307,2,2,2,1,2,2,2,1,0,41326,3
3,307,2,2,2,1,2,2,2,1,0,41401,4
3,307,2,2,2,1,2,2,2,1,0,41401,4
3,307,2,2,2,1,2,2,2,1,0,41401,2
3,307,2,2,2,1,2,2,2,1,0,41326,4
3,307,2,2,2,1,2,2,2,1,0,41326,4
3,307,2,2,2,1,2,2,2,1,0,41326,4
3,307,2,2,2,1,2,2,2,1,0,41401,1
3,307,2,2,2,1,2,2,2,1,0,41401,4
3,307,2,2,2,1,2,2,2,1,50,41401,2
3,307,2,2,2,1,2,2,2,1,0,41401,1
3,307,2,2,2,1,2,2,2,1,0,41324,1
4,307,2,2,2,1,2,2,2,1,0,41401,2
4,307,2,2,2,1,2,2,2,1,0,41327,1
4,307,2,2,2,1,2,2,2,1,0,41326,4
5,307,2,2,2,1,2,2,2,1,0,41336,1
5,307,2,2,2,1,2,2,2,1,0,41324,2
6,307,2,2,2,1,2,2,2,1,0,41326,3
6,307,2,2,2,1,2,2,2,1,100,41342,4
6,307,2,2,2,1,2,2,2,1,0,41326,0
6,307,2,2,2,1,2,2,2,1,0,41401,4
6,307,2,2,2,1,2,2,2,1,50,41326,4
6,307,2,2,2,1,2,2,2,1,0,41401,4
24,307,2,2,2,1,2,2,2,1,0,41326,3
1,307,1,3,2,1,2,2,2,1,0,41326,2
1,307,1,3,2,1,2,2,2,1,0,41326,3
1,307,1,3,2,1,2,2,2,1,0,41326,1
2,307,1,3,2,1,2,2,2,1,0,41326,1
2,307,1,3,2,1,2,2,2,1,20,41327,3
2,307,1,3,2,1,2,2,2,1,0,41326,2
3,307,1,3,2,1,2,2,2,1,0,41330,3
4,307,1,3,2,1,2,2,2,1,0,41326,1
6,307,1,3,2,1,2,2,2,1,0,41401,4
1,307,2,3,2,1,2,2,2,1,20,41326,2
1,307,2,3,2,1,2,2,2,1,0,41326,4
1,307,2,3,2,1,2,2,2,1,0,41326,3
2,307,2,3,2,1,2,2,2,1,20,41327,3
2,307,2,3,2,1,2,2,2,1,20,41327,2
2,307,2,3,2,1,2,2,2,1,20,41327,2
2,307,2,3,2,1,2,2,2,1,20,41327,3
4,307,2,3,2,1,2,2,2,1,0,41326,2
2,307,1,4,2,1,2,2,2,1,20,41327,3
2,307,1,4,2,1,2,2,2,1,0,41401,1
2,307,1,4,2,1,2,2,2,1,20,41327,3
3,307,1,4,2,1,2,2,2,1,0,41401,3
1,307,2,4,2,1,2,2,2,1,0,41327,1
2,307,2,4,2,1,2,2,2,1,20,41327,3
2,307,2,4,2,1,2,2,2,1,0,41326,3
2,307,2,4,2,1,2,2,2,1,0,41324,4
7,307,2,4,2,1,2,2,2,1,0,41327,3
1,307,1,5,2,1,2,2,2,1,0,41326,2
2,307,1,5,2,1,2,2,2,1,0,41330,2
2,307,1,5,2,1,2,2,2,1,0,41326,2
2,307,1,5,2,1,2,2,2,1,0,41326,1
2,307,1,5,2,1,2,2,2,1,0,41401,3
2,307,1,5,2,1,2,2,2,1,5,41327,1
3,307,1,5,2,1,2,2,2,1,80,41326,4
1,15,2,5,2,1,2,2,2,1,0,41335,1
9,200,2,5,2,1,2,2,2,1,0,41326,2
1,307,2,5,2,1,2,2,2,1,0,41326,3
1,307,2,5,2,1,2,2,2,1,0,41327,1
1,307,2,5,2,1,2,2,2,1,0,41326,2
1,307,2,5,2,1,2,2,2,1,0,41326,1
1,307,2,5,2,1,2,2,2,1,0,41326,2
1,307,2,5,2,1,2,2,2,1,0,41326,2
2,307,2,5,2,1,2,2,2,1,0,41326,2
2,307,2,5,2,1,2,2,2,1,150,41326,1
2,307,2,5,2,1,2,2,2,1,20,41327,3
2,307,2,5,2,1,2,2,2,1,0,41401,4
2,307,2,5,2,1,2,2,2,1,0,41326,3
2,307,2,5,2,1,2,2,2,1,0,41401,1
2,307,2,5,2,1,2,2,2,1,0,41401,2
2,307,2,5,2,1,2,2,2,1,0,41326,2
2,307,2,5,2,1,2,2,2,1,0,41326,1
2,307,2,5,2,1,2,2,2,1,0,41327,3
2,307,2,5,2,1,2,2,2,1,0,41401,1
2,307,2,5,2,1,2,2,2,1,0,41326,1
3,307,2,5,2,1,2,2,2,1,0,41326,2
4,307,2,5,2,1,2,2,2,1,0,41326,3
8,307,2,5,2,1,2,2,2,1,20,41327,4
1,307,1,6,2,1,2,2,2,1,0,41326,2
2,307,2,6,2,1,2,2,2,1,20,41327,2
2,307,2,6,2,1,2,2,2,1,0,41326,0
2,307,2,6,2,1,2,2,2,1,20,41327,2
2,307,2,6,2,1,2,2,2,1,0,41401,2
1,224,1,7,2,1,2,2,2,1,0,41401,2
1,307,1,7,2,1,2,2,2,1,0,41326,1
1,307,1,7,2,1,2,2,2,1,0,41401,1
1,307,1,7,2,1,2,2,2,1,0,41327,1
1,307,1,7,2,1,2,2,2,1,0,41401,1
2,307,1,7,2,1,2,2,2,1,20,41327,1
2,307,1,7,2,1,2,2,2,1,20,41327,3
2,307,1,7,2,1,2,2,2,1,50,41336,1
2,307,1,7,2,1,2,2,2,1,0,41326,3
2,307,1,7,2,1,2,2,2,1,0,41401,2
3,307,1,7,2,1,2,2,2,1,0,41326,4
5,307,1,7,2,1,2,2,2,1,0,41326,4
12,307,1,7,2,1,2,2,2,1,0,41401,4
24,307,1,7,2,1,2,2,2,1,0,41326,3
3,173,2,7,2,1,2,2,2,1,0,41401,3
1,307,2,7,2,1,2,2,2,1,0,41327,3
1,307,2,7,2,1,2,2,2,1,0,41336,1
2,307,2,7,2,1,2,2,2,1,20,41327,3
2,307,2,7,2,1,2,2,2,1,20,41327,2
2,307,2,7,2,1,2,2,2,1,0,41326,1
2,307,2,7,2,1,2,2,2,1,20,41327,2
2,307,2,7,2,1,2,2,2,1,0,41326,4
2,307,2,7,2,1,2,2,2,1,20,41327,2
2,307,2,7,2,1,2,2,2,1,20,41327,2
2,307,2,7,2,1,2,2,2,1,20,41327,2
2,307,2,7,2,1,2,2,2,1,20,41327,3
3,307,2,7,2,1,2,2,2,1,0,41326,3
3,307,2,7,2,1,2,2,2,1,0,41326,3
3,307,2,7,2,1,2,2,2,1,0,41326,3
3,307,2,7,2,1,2,2,2,1,0,41401,3
3,307,2,7,2,1,2,2,2,1,20,41327,3
5,307,2,7,2,1,2,2,2,1,20,41327,4
12,307,2,7,2,1,2,2,2,1,0,41401,3
1,307,1,1,3,1,2,2,2,1,0,41326,1
2,307,1,1,3,1,2,2,2,1,0,41326,1
2,307,1,1,3,1,2,2,2,1,0,41330,3
2,307,1,1,3,1,2,2,2,1,0,41326,3
3,307,1,1,3,1,2,2,2,1,0,41326,4
5,307,1,1,3,1,2,2,2,1,0,41326,4
1,141,2,1,3,1,2,2,2,1,0,41326,1
2,141,2,1,3,1,2,2,2,1,0,41325,3
2,141,2,1,3,1,2,2,2,1,0,41325,3
2,141,2,1,3,1,2,2,2,1,0,41325,2
3,141,2,1,3,1,2,2,2,1,0,41325,2
3,141,2,1,3,1,2,2,2,1,0,41326,1
1,307,2,1,3,1,2,2,2,1,50,41401,1
1,307,2,1,3,1,2,2,2,1,50,41326,2
1,307,2,1,3,1,2,2,2,1,0,41401,3
1,307,2,1,3,1,2,2,2,1,0,41326,2
36,307,2,1,3,1,2,2,2,1,0,41401,4
2,202,1,2,3,1,2,2,2,1,0,41326,1
1,307,1,2,3,1,2,2,2,1,0,41327,1
3,307,1,2,3,1,2,2,2,1,0,41327,2
15,307,1,2,3,1,2,2,2,1,0,41326,4
24,141,2,2,3,1,2,2,2,1,0,41326,4
17,189,2,2,3,1,2,2,2,1,200,41326,4
1,307,2,2,3,1,2,2,2,1,0,41326,0
1,307,2,2,3,1,2,2,2,1,0,41326,1
2,307,2,2,3,1,2,2,2,1,0,41401,4
3,307,2,2,3,1,2,2,2,1,0,41327,2
32,141,2,3,3,1,2,2,2,1,200,41326,1
8,307,1,4,3,1,2,2,2,1,0,41336,4
3,103,1,5,3,1,2,2,2,1,0,41325,2
1,141,1,5,3,1,2,2,2,1,0,41326,1
3,307,1,5,3,1,2,2,2,1,50,41326,2
12,307,1,7,3,1,2,2,2,1,0,41326,3
3,307,2,7,3,1,2,2,2,1,0,41327,3
0,56,1,1,1,2,2,2,2,1,250,41326,3
2,179,1,1,1,2,2,2,2,1,450,41326,1
1,206,1,1,1,2,2,2,2,1,0,41326,1
1,206,1,1,1,2,2,2,2,1,0,41326,2
1,307,1,1,1,2,2,2,2,1,0,41326,2
1,307,1,1,1,2,2,2,2,1,0,41401,2
1,206,2,1,1,2,2,2,2,1,0,41326,1
1,307,2,1,1,2,2,2,2,1,0,41326,2
1,307,2,1,1,2,2,2,2,1,0,41326,3
1,307,2,1,1,2,2,2,2,1,0,41326,0
1,307,2,1,1,2,2,2,2,1,0,41326,2
1,307,2,1,1,2,2,2,2,1,0,41335,1
1,307,2,1,1,2,2,2,2,1,0,41326,2
3,307,2,1,1,2,2,2,2,1,0,41326,4
3,307,2,1,1,2,2,2,2,1,0,41326,4
4,307,2,1,1,2,2,2,2,1,0,41326,3
6,307,2,1,1,2,2,2,2,1,0,41326,4
12,307,2,1,1,2,2,2,2,1,0,41326,4
36,205,1,2,1,2,2,2,2,1,100,41401,3
2,307,1,2,1,2,2,2,2,1,150,41326,1
2,307,1,2,1,2,2,2,2,1,50,41326,4
3,307,1,2,1,2,2,2,2,1,0,41325,1
1,307,2,2,1,2,2,2,2,1,0,41326,2
0,307,2,4,1,2,2,2,2,1,0,41326,2
12,179,1,5,1,2,2,2,2,1,0,41326,1
1,307,1,5,1,2,2,2,2,1,0,41326,3
1,307,2,5,1,2,2,2,2,1,0,41326,1
3,307,2,5,1,2,2,2,2,1,0,41326,3
3,119,2,6,1,2,2,2,2,1,0,41330,1
2,307,2,7,1,2,2,2,2,1,0,41401,1
72,0,1,1,2,2,2,2,2,1,0,41326,4
72,20,1,1,2,2,2,2,2,1,0,41326,4
1,39,1,1,2,2,2,2,2,1,200,41335,2
60,141,1,1,2,2,2,2,2,1,0,41325,4
4,179,1,1,2,2,2,2,2,1,0,41401,1
2,185,1,1,2,2,2,2,2,1,0,41326,2
1,189,1,1,2,2,2,2,2,1,0,41401,1
1,189,1,1,2,2,2,2,2,1,0,41327,1
1,189,1,1,2,2,2,2,2,1,0,41326,1
1,213,1,1,2,2,2,2,2,1,0,41401,2
1,213,1,1,2,2,2,2,2,1,0,41401,1
0,307,1,1,2,2,2,2,2,1,0,41326,1
1,307,1,1,2,2,2,2,2,1,0,41327,3
1,307,1,1,2,2,2,2,2,1,0,41326,3
1,307,1,1,2,2,2,2,2,1,0,41326,3
1,307,1,1,2,2,2,2,2,1,0,41326,1
1,307,1,1,2,2,2,2,2,1,0,41336,1
1,307,1,1,2,2,2,2,2,1,0,41326,2
1,307,1,1,2,2,2,2,2,1,0,41327,2
1,307,1,1,2,2,2,2,2,1,0,41326,2
1,307,1,1,2,2,2,2,2,1,20,41327,2
1,307,1,1,2,2,2,2,2,1,0,41326,2
1,307,1,1,2,2,2,2,2,1,0,41326,3
1,307,1,1,2,2,2,2,2,1,0,41327,2
1,307,1,1,2,2,2,2,2,1,0,41326,1
1,307,1,1,2,2,2,2,2,1,0,41327,2
1,307,1,1,2,2,2,2,2,1,0,41401,3
1,307,1,1,2,2,2,2,2,1,0,41327,1
1,307,1,1,2,2,2,2,2,1,0,41330,2
1,307,1,1,2,2,2,2,2,1,0,41327,1
1,307,1,1,2,2,2,2,2,1,0,41326,1
1,307,1,1,2,2,2,2,2,1,0,41327,3
1,307,1,1,2,2,2,2,2,1,0,41326,3
1,307,1,1,2,2,2,2,2,1,0,41326,1
1,307,1,1,2,2,2,2,2,1,0,41326,2
1,307,1,1,2,2,2,2,2,1,0,41327,1
1,307,1,1,2,2,2,2,2,1,0,41326,3
2,307,1,1,2,2,2,2,2,1,0,41327,2
2,307,1,1,2,2,2,2,2,1,0,41326,4
2,307,1,1,2,2,2,2,2,1,0,41326,1
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41401,1
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,20,41327,1
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41327,3
2,307,1,1,2,2,2,2,2,1,0,41326,1
2,307,1,1,2,2,2,2,2,1,0,41326,4
2,307,1,1,2,2,2,2,2,1,0,41326,1
2,307,1,1,2,2,2,2,2,1,0,41327,2
2,307,1,1,2,2,2,2,2,1,0,41401,2
2,307,1,1,2,2,2,2,2,1,0,41327,2
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41326,4
2,307,1,1,2,2,2,2,2,1,0,41326,4
2,307,1,1,2,2,2,2,2,1,0,41326,4
2,307,1,1,2,2,2,2,2,1,0,41326,2
2,307,1,1,2,2,2,2,2,1,0,41401,1
2,307,1,1,2,2,2,2,2,1,0,41327,3
2,307,1,1,2,2,2,2,2,1,0,41326,3
3,307,1,1,2,2,2,2,2,1,0,41326,4
3,307,1,1,2,2,2,2,2,1,0,41336,4
3,307,1,1,2,2,2,2,2,1,0,41326,4
4,307,1,1,2,2,2,2,2,1,0,41336,2
7,307,1,1,2,2,2,2,2,1,0,41326,4
7,307,1,1,2,2,2,2,2,1,0,41326,3
8,307,1,1,2,2,2,2,2,1,0,41326,3
10,307,1,1,2,2,2,2,2,1,0,41326,3
12,307,1,1,2,2,2,2,2,1,0,41336,2
12,307,1,1,2,2,2,2,2,1,0,41367,4
12,307,1,1,2,2,2,2,2,1,0,41336,4
12,307,1,1,2,2,2,2,2,1,0,41326,2
36,307,1,1,2,2,2,2,2,1,0,41330,3
61,307,1,1,2,2,2,2,2,1,0,41326,4
1,39,2,1,2,2,2,2,2,1,200,41335,1
1,39,2,1,2,2,2,2,2,1,200,41335,2
1,39,2,1,2,2,2,2,2,1,200,41335,2
3,102,2,1,2,2,2,2,2,1,0,41401,1
3,102,2,1,2,2,2,2,2,1,0,41401,2
2,103,2,1,2,2,2,2,2,1,0,41326,2
2,103,2,1,2,2,2,2,2,1,0,41401,2
8,103,2,1,2,2,2,2,2,1,0,41326,2
30,103,2,1,2,2,2,2,2,1,0,41336,3
2,109,2,1,2,2,2,2,2,1,0,41401,0
1,307,2,1,2,2,2,2,2,1,0,41401,1
1,307,2,1,2,2,2,2,2,1,0,41327,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41330,2
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41327,4
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41327,1
1,307,2,1,2,2,2,2,2,1,20,41327,2
1,307,2,1,2,2,2,2,2,1,0,41327,1
1,307,2,1,2,2,2,2,2,1,0,41330,2
1,307,2,1,2,2,2,2,2,1,1,41401,1
1,307,2,1,2,2,2,2,2,1,0,41326,2
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41327,4
1,307,2,1,2,2,2,2,2,1,0,41326,1
1,307,2,1,2,2,2,2,2,1,0,41326,4
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41327,2
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41327,4
1,307,2,1,2,2,2,2,2,1,0,41330,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41326,2
1,307,2,1,2,2,2,2,2,1,0,41327,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41327,3
1,307,2,1,2,2,2,2,2,1,0,41327,2
1,307,2,1,2,2,2,2,2,1,0,41330,3
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41326,1
1,307,2,1,2,2,2,2,2,1,0,41326,1
1,307,2,1,2,2,2,2,2,1,0,41326,3
1,307,2,1,2,2,2,2,2,1,0,41327,2
1,307,2,1,2,2,2,2,2,1,0,41326,2
1,307,2,1,2,2,2,2,2,1,20,41326,1
1,307,2,1,2,2,2,2,2,1,0,41401,2
1,307,2,1,2,2,2,2,2,1,0,41327,2
1,307,2,1,2,2,2,2,2,1,0,41327,1
1,307,2,1,2,2,2,2,2,1,0,41326,2
1,307,2,1,2,2,2,2,2,1,0,41330,2
1,307,2,1,2,2,2,2,2,1,20,41327,2
1,307,2,1,2,2,2,2,2,1,0,41327,2
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,0,41330,2
2,307,2,1,2,2,2,2,2,1,20,41327,2
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41327,4
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41326,3
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,20,41327,3
2,307,2,1,2,2,2,2,2,1,0,41401,1
2,307,2,1,2,2,2,2,2,1,0,41330,2
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,20,41327,3
2,307,2,1,2,2,2,2,2,1,0,41401,4
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,0,41327,3
2,307,2,1,2,2,2,2,2,1,0,41327,2
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,0,41326,3
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41401,2
2,307,2,1,2,2,2,2,2,1,0,41327,3
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41401,2
2,307,2,1,2,2,2,2,2,1,0,41336,1
2,307,2,1,2,2,2,2,2,1,0,41330,2
2,307,2,1,2,2,2,2,2,1,0,41326,3
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41401,4
2,307,2,1,2,2,2,2,2,1,59,41326,4
2,307,2,1,2,2,2,2,2,1,20,41327,2
2,307,2,1,2,2,2,2,2,1,0,41326,3
2,307,2,1,2,2,2,2,2,1,20,41327,2
2,307,2,1,2,2,2,2,2,1,0,41326,1
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,2
2,307,2,1,2,2,2,2,2,1,0,41326,4
2,307,2,1,2,2,2,2,2,1,20,41327,3
2,307,2,1,2,2,2,2,2,1,0,41326,4
3,307,2,1,2,2,2,2,2,1,0,41401,4
3,307,2,1,2,2,2,2,2,1,150,41327,2
3,307,2,1,2,2,2,2,2,1,0,41326,4
3,307,2,1,2,2,2,2,2,1,0,41326,1
3,307,2,1,2,2,2,2,2,1,0,41325,4
3,307,2,1,2,2,2,2,2,1,0,41336,1
4,307,2,1,2,2,2,2,2,1,0,41326,1
4,307,2,1,2,2,2,2,2,1,0,41330,3
4,307,2,1,2,2,2,2,2,1,0,41401,4
5,307,2,1,2,2,2,2,2,1,0,41327,3
12,307,2,1,2,2,2,2,2,1,0,41326,4
14,307,2,1,2,2,2,2,2,1,0,41330,4
20,307,2,1,2,2,2,2,2,1,0,41345,1
1,49,1,2,2,2,2,2,2,1,0,41401,2
1,128,1,2,2,2,2,2,2,1,0,41401,3
1,128,1,2,2,2,2,2,2,1,0,41401,2
2,141,1,2,2,2,2,2,2,1,0,41401,4
2,141,1,2,2,2,2,2,2,1,0,41401,2
2,141,1,2,2,2,2,2,2,1,0,41327,1
2,141,1,2,2,2,2,2,2,1,0,41401,1
2,141,1,2,2,2,2,2,2,1,0,41326,1
2,213,1,2,2,2,2,2,2,1,0,41326,3
2,213,1,2,2,2,2,2,2,1,0,41326,3
1,307,1,2,2,2,2,2,2,1,0,41326,1
1,307,1,2,2,2,2,2,2,1,0,41332,3
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,1,41326,1
1,307,1,2,2,2,2,2,2,1,0,41327,1
1,307,1,2,2,2,2,2,2,1,0,41401,1
1,307,1,2,2,2,2,2,2,1,0,41401,1
1,307,1,2,2,2,2,2,2,1,0,41326,1
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41401,1
1,307,1,2,2,2,2,2,2,1,0,41327,3
1,307,1,2,2,2,2,2,2,1,0,41401,1
1,307,1,2,2,2,2,2,2,1,0,41326,1
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41326,0
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41327,2
1,307,1,2,2,2,2,2,2,1,0,41327,2
2,307,1,2,2,2,2,2,2,1,1,41401,1
2,307,1,2,2,2,2,2,2,1,0,41326,2
2,307,1,2,2,2,2,2,2,1,0,41326,3
2,307,1,2,2,2,2,2,2,1,0,41326,4
2,307,1,2,2,2,2,2,2,1,0,41401,2
2,307,1,2,2,2,2,2,2,1,0,41401,3
2,307,1,2,2,2,2,2,2,1,0,41326,4
2,307,1,2,2,2,2,2,2,1,0,41401,1
2,307,1,2,2,2,2,2,2,1,0,41326,4
2,307,1,2,2,2,2,2,2,1,0,41327,2
2,307,1,2,2,2,2,2,2,1,0,41326,2
2,307,1,2,2,2,2,2,2,1,0,41327,2
2,307,1,2,2,2,2,2,2,1,0,41401,1
